ID Empleado,Nombre,Apellido,Edad,Género,Área,Puesto,Tipo de Contrato,Fecha de Ingreso,Sueldo,Ciudad,Modalidad de Trabajo,Estado,Evaluación de Desempeño,pred_rf,pred_svm
E0179,Luz,Naranjo,27,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2024-06-24,2759.75,Chiclayo,Presencial,Activo,98.3,0,0
E0180,Paz,España,28,Masculino,Finanzas,Contador,Plazo Fijo,2019-12-07,4574.67,Iquitos,Mixto,Activo,82.33,0,0
E0181,Evita,Molins,24,Masculino,Logística,Coordinador de Transporte,Plazo Fijo,2020-11-18,3291.77,Arequipa,Remoto,Cesado,82.91,0,0
E0182,Oriana,Figueroa,55,Masculino,Marketing,Diseñador Gráfico,Plazo Fijo,2022-09-03,3556.78,Lima,Presencial,Cesado,32.27,0,0
E0183,Raimundo,Carreras,34,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2023-01-26,1925.25,Arequipa,Remoto,Cesado,30.28,1,1
E0184,María Jesús,Adán,54,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2023-02-12,5703.95,Trujillo,Mixto,Cesado,62.45,0,0
E0185,Jose Ramón,Milla,58,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2021-02-25,1160.49,Lima,Presencial,Activo,76.7,0,0
E0186,Bonifacio,Ripoll,46,Masculino,TI,Analista de Sistemas,Plazo Fijo,2023-09-29,5780.22,Cusco,Mixto,Activo,80.73,0,0
E0187,Reyna,Prat,45,Femenino,TI,Desarrollador Backend,Plazo Fijo,2021-03-07,3158.8,Lima,Presencial,Activo,34.02,0,0
E0188,Isidro,Aparicio,29,Femenino,Producción,Jefe de Línea,Plazo Fijo,2022-02-17,1592.98,Tacna,Remoto,Activo,10.62,1,1
E0189,Eutropio,Domingo,35,Femenino,Finanzas,Contador,Indeterminado,2020-05-10,1644.25,Chiclayo,Presencial,Activo,38.41,0,0
E0190,Lourdes,Alarcón,59,Femenino,Marketing,Especialista en Marca,Indeterminado,2020-01-05,4586.12,Tacna,Mixto,Activo,49.83,0,0
E0191,Prudencia,Elorza,52,Femenino,TI,Soporte Técnico,Plazo Fijo,2023-07-19,1386.55,Chiclayo,Presencial,Activo,96.67,0,0
E0192,Irma,Mateo,33,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2023-08-18,3959.42,Cusco,Remoto,Activo,0.82,1,1
E0193,Ruth,Lillo,26,Femenino,Marketing,Diseñador Gráfico,Plazo Fijo,2018-05-17,2785.3,Tacna,Remoto,Cesado,56.18,0,0
E0194,Cesar,Marquez,43,Femenino,Finanzas,Contador,Indeterminado,2024-04-27,2348.18,Chiclayo,Mixto,Cesado,9.67,0,0
E0195,Calixta,Castañeda,43,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2022-06-03,3984.49,Trujillo,Presencial,Activo,4.53,0,0
E0196,Marcos,Leiva,28,Femenino,TI,Analista de Sistemas,Indeterminado,2023-06-19,4003.74,Chiclayo,Presencial,Activo,61.31,0,0
E0197,Narciso,Escrivá,30,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2025-02-28,2635.41,Cusco,Mixto,Activo,29.98,0,0
E0198,Cristina,Pagès,21,Femenino,Logística,Coordinador de Transporte,Indeterminado,2022-01-13,3889.37,Arequipa,Remoto,Activo,26.55,1,1
E0199,Nuria,Alfaro,57,Masculino,Producción,Operario de Planta,Plazo Fijo,2023-05-07,3587.86,Chiclayo,Presencial,Cesado,68.07,0,0
E0200,Feliciana,Barrios,22,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2025-07-02,3053.22,Chiclayo,Remoto,Activo,41.04,1,1
E0201,Basilio,Artigas,59,Femenino,Producción,Supervisor de Producción,Indeterminado,2019-12-29,1630.08,Lima,Mixto,Activo,99.81,0,0
E0202,Toni,Herrero,50,Femenino,Logística,Almacenero,Plazo Fijo,2024-12-04,2665.6,Chiclayo,Mixto,Activo,86.77,0,0
E0203,Nando,Barco,36,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2023-06-03,2443.39,Cusco,Mixto,Activo,70.49,0,0
E0204,Esteban,Boix,51,Femenino,TI,Soporte Técnico,Plazo Fijo,2019-05-16,1547.9,Cusco,Remoto,Activo,39.45,1,1
E0205,Hector,Serna,42,Masculino,Logística,Almacenero,Plazo Fijo,2018-06-28,1330.68,Cusco,Mixto,Activo,74.73,0,0
E0206,Ruperta,Camino,33,Masculino,Recursos Humanos,Reclutador,Indeterminado,2022-04-27,1483.78,Cusco,Presencial,Activo,66.98,0,0
E0207,Guiomar,Carlos,53,Masculino,Producción,Operario de Planta,Plazo Fijo,2020-05-16,3025.44,Lima,Presencial,Cesado,77.08,0,0
E0208,Flor,Ledesma,20,Masculino,TI,Analista de Sistemas,Plazo Fijo,2020-09-21,4228.23,Chiclayo,Remoto,Activo,64.59,0,0
E0209,Baltasar,Garcia,25,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2023-07-25,3048.68,Lima,Presencial,Activo,3.63,0,0
E0210,Josefa,Barral,45,Femenino,Marketing,Coordinador de Producto,Prácticas,2019-06-04,976.98,Cusco,Presencial,Activo,10.73,0,0
E0211,Humberto,Escribano,41,Femenino,TI,Analista de Sistemas,Plazo Fijo,2020-02-06,5244.87,Chiclayo,Presencial,Activo,80.88,0,0
E0212,Adán,Villalonga,41,Masculino,Producción,Jefe de Línea,Plazo Fijo,2018-08-05,1874.03,Cusco,Mixto,Activo,56.78,0,0
E0213,Cándida,Herranz,32,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2018-06-30,3542.47,Iquitos,Remoto,Activo,9.54,1,1
E0214,Candela,Mesa,28,Femenino,Logística,Almacenero,Plazo Fijo,2018-10-16,2874.72,Lima,Remoto,Activo,95.4,0,0
E0215,Odalis,Grau,39,Masculino,Logística,Coordinador de Transporte,Indeterminado,2023-03-02,2128.05,Tacna,Mixto,Activo,15.97,0,0
E0216,Fabiana,Zurita,52,Femenino,Producción,Operario de Planta,Indeterminado,2020-05-27,4046.15,Cusco,Remoto,Activo,47.82,1,0
E0217,Paulino,Acero,49,Femenino,TI,Analista de Sistemas,Indeterminado,2018-04-22,4996.11,Chiclayo,Mixto,Activo,68.03,0,0
E0218,Soledad,Pineda,58,Masculino,Recursos Humanos,Reclutador,Indeterminado,2023-05-31,5580.43,Tacna,Presencial,Cesado,54.76,0,0
E0219,Hipólito,Barriga,52,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2023-04-26,2593.56,Trujillo,Presencial,Cesado,20.54,0,0
E0220,Mariano,Samper,57,Femenino,Finanzas,Jefe de Tesorería,Plazo Fijo,2023-05-09,3228.9,Chiclayo,Presencial,Activo,5.77,0,0
E0221,Cebrián,Bonet,49,Femenino,Producción,Operario de Planta,Indeterminado,2025-04-19,5069.42,Iquitos,Remoto,Activo,4.53,1,1
E0222,Carlota,Armas,42,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2025-04-01,1090.9,Arequipa,Remoto,Cesado,13.54,1,1
E0223,Maxi,Barrena,46,Femenino,TI,Soporte Técnico,Indeterminado,2022-01-28,1336.87,Iquitos,Remoto,Activo,34.78,1,1
E0224,Herberto,Mínguez,31,Femenino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2018-05-27,4763.83,Piura,Presencial,Activo,71.91,0,0
E0225,Gervasio,Luís,47,Femenino,Marketing,Especialista en Marca,Indeterminado,2018-10-27,1716.47,Chiclayo,Remoto,Activo,72.5,0,0
E0226,Manola,Olivera,27,Masculino,Producción,Jefe de Línea,Indeterminado,2025-04-10,1974.83,Lima,Presencial,Activo,44.64,0,0
E0227,Adriana,Tudela,23,Masculino,Producción,Operario de Planta,Indeterminado,2018-02-17,2118.1,Iquitos,Remoto,Activo,77.61,0,0
E0228,Jonatan,Bautista,28,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2019-12-14,3961.44,Tacna,Mixto,Activo,87.63,0,0
E0229,Dionisio,Rojas,53,Masculino,TI,Soporte Técnico,Indeterminado,2020-02-24,3752.56,Cusco,Presencial,Activo,42.72,0,0
E0230,Angelino,Díez,51,Masculino,Logística,Coordinador de Transporte,Plazo Fijo,2021-09-16,2545.98,Iquitos,Mixto,Activo,29.99,0,0
E0231,Anna,Jaume,31,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2018-11-25,1661.86,Cusco,Mixto,Activo,56.24,0,0
E0232,Armida,Valdés,46,Masculino,TI,Desarrollador Backend,Indeterminado,2022-09-01,2604.43,Cusco,Presencial,Activo,84.71,0,0
E0233,Perlita,Mas,25,Masculino,Finanzas,Contador,Indeterminado,2020-04-06,3997.2,Iquitos,Mixto,Activo,18.82,0,0
E0234,Maximino,Blasco,57,Masculino,TI,Desarrollador Backend,Indeterminado,2024-01-14,5782.09,Tacna,Remoto,Activo,19.0,1,1
E0235,Eli,Ayllón,27,Femenino,Marketing,Coordinador de Producto,Plazo Fijo,2021-04-27,5569.69,Piura,Remoto,Activo,38.07,1,1
E0236,Piedad,Rosell,54,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2023-06-08,5405.86,Tacna,Mixto,Cesado,98.13,0,0
E0237,Marciano,Roselló,50,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2024-01-20,1161.78,Tacna,Remoto,Activo,1.62,1,1
E0238,Bernarda,Taboada,55,Femenino,Logística,Almacenero,Indeterminado,2023-05-21,2096.19,Piura,Remoto,Activo,65.46,0,0
E0239,Melisa,Noguera,41,Femenino,TI,Analista de Sistemas,Plazo Fijo,2019-02-19,1782.94,Chiclayo,Remoto,Cesado,72.03,0,0
E0240,Calisto,Cabañas,51,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2020-04-17,1101.49,Lima,Mixto,Activo,66.82,0,0
E0241,Laura,Huerta,20,Femenino,Marketing,Coordinador de Producto,Indeterminado,2025-03-01,4515.35,Piura,Presencial,Activo,45.6,0,0
E0242,María Del Carmen,Cruz,23,Femenino,Producción,Jefe de Línea,Plazo Fijo,2021-04-24,3628.32,Lima,Presencial,Cesado,52.94,0,0
E0243,Hilda,Millán,37,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2019-10-06,1472.57,Iquitos,Presencial,Activo,24.1,0,0
E0244,Luís,Gutiérrez,59,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2018-02-28,2821.37,Iquitos,Presencial,Activo,24.32,0,0
E0245,Vidal,Cifuentes,34,Femenino,Producción,Operario de Planta,Plazo Fijo,2020-07-08,2984.76,Lima,Presencial,Activo,5.61,0,0
E0246,Gilberto,Dávila,20,Masculino,Finanzas,Contador,Indeterminado,2025-05-08,4906.79,Iquitos,Mixto,Activo,91.92,0,0
E0247,Miguel Ángel,Valverde,34,Masculino,Producción,Supervisor de Producción,Indeterminado,2025-06-27,1166.07,Chiclayo,Remoto,Activo,28.04,1,1
E0248,Quirino,Chacón,54,Masculino,Marketing,Diseñador Gráfico,Plazo Fijo,2025-03-09,3906.27,Lima,Presencial,Activo,29.93,0,0
E0249,Emigdio,Suarez,56,Masculino,Recursos Humanos,Reclutador,Indeterminado,2022-02-03,4760.94,Tacna,Remoto,Activo,68.93,0,0
E0250,Concepción,Manjón,25,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2021-10-11,5182.08,Iquitos,Presencial,Activo,61.39,0,0
E0251,Xiomara,Llano,58,Femenino,Logística,Almacenero,Plazo Fijo,2022-06-22,3417.36,Cusco,Remoto,Activo,37.54,1,1
E0252,Eric,Alcázar,31,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2019-10-07,4545.46,Cusco,Presencial,Activo,38.0,0,0
E0253,Cornelio,Guillen,60,Masculino,Producción,Jefe de Línea,Indeterminado,2022-12-05,1470.21,Tacna,Remoto,Activo,44.47,1,1
E0254,Martina,Calvo,37,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2023-08-19,3205.64,Trujillo,Remoto,Cesado,8.96,1,1
E0255,Calixta,Torres,55,Masculino,Recursos Humanos,Asistente de Bienestar,Prácticas,2020-05-17,992.57,Tacna,Remoto,Activo,77.92,0,0
E0256,Hilario,Chaparro,55,Masculino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2018-01-19,2860.31,Trujillo,Mixto,Activo,26.84,0,0
E0257,Amor,Morera,29,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2024-01-17,2449.74,Cusco,Remoto,Activo,94.42,0,0
E0258,Reyna,Crespi,60,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2022-03-28,1472.35,Piura,Remoto,Cesado,39.57,1,1
E0259,Eugenio,Pi,59,Femenino,Logística,Supervisor de Logística,Indeterminado,2023-09-04,5064.46,Tacna,Remoto,Activo,60.32,0,0
E0260,Álvaro,Daza,32,Femenino,Logística,Almacenero,Plazo Fijo,2019-09-01,2407.64,Iquitos,Remoto,Activo,78.2,0,0
E0261,Cosme,Boada,40,Femenino,Logística,Supervisor de Logística,Indeterminado,2018-09-11,5655.58,Tacna,Presencial,Activo,54.56,0,0
E0262,Sandalio,Juárez,55,Masculino,Producción,Jefe de Línea,Indeterminado,2023-04-20,4974.27,Piura,Remoto,Activo,79.57,0,0
E0263,Nayara,Cámara,46,Femenino,Marketing,Coordinador de Producto,Indeterminado,2021-02-22,2211.1,Cusco,Presencial,Activo,78.91,0,0
E0264,Joaquín,Múñiz,24,Femenino,Recursos Humanos,Reclutador,Plazo Fijo,2021-07-10,3498.53,Iquitos,Mixto,Activo,79.07,0,0
E0265,Noé,Seco,43,Masculino,Finanzas,Analista Financiero,Indeterminado,2021-10-13,4210.29,Tacna,Presencial,Activo,64.5,0,0
E0266,Cayetano,Salazar,45,Femenino,TI,Desarrollador Backend,Indeterminado,2024-04-05,2241.8,Lima,Presencial,Activo,39.11,0,0
E0267,Ani,Bou,57,Masculino,Logística,Almacenero,Indeterminado,2022-08-15,2427.84,Chiclayo,Presencial,Cesado,94.07,0,0
E0268,Evangelina,Matas,29,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2024-09-01,3572.05,Chiclayo,Presencial,Activo,43.82,0,0
E0269,Beatriz,Pérez,48,Femenino,Finanzas,Contador,Plazo Fijo,2022-11-10,1513.48,Lima,Mixto,Activo,67.71,0,0
E0270,Remedios,Cisneros,30,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2024-09-16,3768.43,Trujillo,Remoto,Activo,40.5,1,1
E0271,Leonardo,Viñas,31,Masculino,Producción,Supervisor de Producción,Indeterminado,2020-08-25,1078.0,Iquitos,Remoto,Activo,42.96,1,1
E0272,Amando,Mateu,20,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2025-06-16,1445.88,Arequipa,Mixto,Activo,19.71,0,0
E0273,Isaías,Carrera,27,Femenino,Producción,Jefe de Línea,Plazo Fijo,2023-12-03,2900.4,Tacna,Mixto,Activo,34.79,0,0
E0274,Florencio,Iniesta,49,Masculino,Producción,Supervisor de Producción,Indeterminado,2018-07-31,3922.15,Cusco,Mixto,Activo,23.86,0,0
E0275,Sergio,Mate,27,Masculino,Logística,Coordinador de Transporte,Indeterminado,2018-09-17,2899.51,Trujillo,Mixto,Activo,42.3,0,0
E0276,Daniel,Murillo,51,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2019-12-27,1641.3,Chiclayo,Remoto,Activo,61.94,0,0
E0277,Fito,Feijoo,42,Masculino,TI,Desarrollador Backend,Plazo Fijo,2021-02-22,5816.61,Piura,Remoto,Activo,49.17,1,1
E0278,Patricio,Leon,48,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2019-10-06,2410.9,Lima,Presencial,Activo,28.87,0,0
E0279,Sol,Vélez,49,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2019-08-30,1509.03,Arequipa,Mixto,Activo,75.68,0,0
E0280,Yéssica,Barrera,48,Masculino,TI,Desarrollador Backend,Indeterminado,2019-04-09,5365.29,Piura,Remoto,Activo,34.86,1,1
E0281,Fidela,Peralta,25,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2022-02-20,3910.77,Piura,Mixto,Activo,61.03,0,0
E0282,Paz,Cañellas,47,Masculino,Recursos Humanos,Analista de RRHH,Plazo Fijo,2018-11-20,5013.58,Piura,Presencial,Activo,59.69,0,0
E0283,Florencia,Canals,30,Femenino,Producción,Jefe de Línea,Indeterminado,2019-04-26,2285.43,Cusco,Mixto,Cesado,75.01,0,0
E0284,Jennifer,Pombo,46,Masculino,Logística,Coordinador de Transporte,Indeterminado,2024-03-15,5321.02,Trujillo,Mixto,Cesado,32.21,0,0
E0285,Rosalía,Juárez,35,Femenino,TI,Desarrollador Backend,Plazo Fijo,2019-11-23,3030.12,Cusco,Mixto,Cesado,79.46,0,0
E0286,Rebeca,Torralba,25,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2025-03-26,5677.22,Cusco,Mixto,Activo,48.8,0,0
E0287,Maristela,Lozano,57,Masculino,Producción,Operario de Planta,Plazo Fijo,2021-06-11,4297.21,Chiclayo,Mixto,Activo,79.57,0,0
E0288,Sabas,Torrecilla,45,Masculino,TI,Desarrollador Backend,Plazo Fijo,2019-09-03,2566.93,Chiclayo,Remoto,Activo,57.79,0,0
E0289,Candela,Guillén,56,Femenino,Logística,Coordinador de Transporte,Plazo Fijo,2020-09-09,1434.84,Lima,Presencial,Cesado,92.94,0,0
E0290,Zacarías,Jódar,30,Femenino,TI,Desarrollador Backend,Indeterminado,2023-12-12,5978.17,Iquitos,Presencial,Activo,30.19,0,0
E0291,Agustín,Hervia,37,Masculino,Producción,Jefe de Línea,Indeterminado,2024-07-04,2815.25,Cusco,Presencial,Cesado,62.56,0,0
E0292,Edgardo,Ramirez,34,Femenino,Producción,Operario de Planta,Indeterminado,2019-02-11,2012.05,Arequipa,Presencial,Cesado,22.62,0,0
E0293,Nazaret,Codina,48,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2021-08-17,5939.95,Tacna,Presencial,Activo,47.77,0,0
E0294,Apolonia,Cal,34,Femenino,Finanzas,Jefe de Tesorería,Plazo Fijo,2018-09-08,2518.69,Arequipa,Presencial,Cesado,77.35,0,0
E0295,Severo,Estrada,28,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2018-06-20,4225.6,Lima,Mixto,Activo,21.31,0,0
E0296,Abril,Doménech,29,Femenino,Recursos Humanos,Asistente de Bienestar,Indeterminado,2019-01-10,1369.51,Chiclayo,Presencial,Cesado,12.32,0,0
E0297,Martin,Bonilla,44,Femenino,TI,Soporte Técnico,Indeterminado,2020-10-02,2334.23,Trujillo,Presencial,Activo,60.1,0,0
E0298,Amada,Ros,58,Femenino,Producción,Operario de Planta,Indeterminado,2023-09-23,3554.99,Cusco,Presencial,Activo,29.55,0,0
E0299,Carolina,Quirós,23,Masculino,TI,Soporte Técnico,Indeterminado,2019-02-16,3462.88,Arequipa,Presencial,Activo,97.77,0,0
E0300,Blas,Peñalver,43,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2024-11-23,3700.03,Iquitos,Remoto,Activo,95.45,0,0
E0301,Adolfo,Oliveras,24,Masculino,Recursos Humanos,Analista de RRHH,Indeterminado,2024-05-18,2023.82,Lima,Remoto,Activo,39.8,1,1
E0302,Cebrián,Sevilla,38,Femenino,TI,Analista de Sistemas,Indeterminado,2024-09-23,4177.52,Iquitos,Presencial,Activo,30.99,0,0
E0303,Samuel,Pedro,52,Masculino,Marketing,Coordinador de Producto,Indeterminado,2023-03-23,3903.24,Tacna,Remoto,Activo,43.75,1,1
E0304,Domingo,Llobet,35,Masculino,Marketing,Especialista en Marca,Indeterminado,2020-12-30,3228.6,Iquitos,Presencial,Activo,74.17,0,0
E0305,Domingo,Soto,31,Masculino,Finanzas,Jefe de Tesorería,Prácticas,2022-01-28,987.55,Trujillo,Mixto,Activo,34.67,0,0
E0306,Máxima,Santamaria,53,Femenino,Marketing,Diseñador Gráfico,Plazo Fijo,2024-10-31,4890.3,Trujillo,Mixto,Activo,11.81,0,0
E0307,Isaura,Jaume,21,Femenino,TI,Soporte Técnico,Indeterminado,2019-08-02,4541.48,Arequipa,Remoto,Activo,51.08,0,0
E0308,Nico,Gras,23,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2021-02-05,2223.44,Tacna,Presencial,Activo,67.41,0,0
E0309,Lorena,Martí,27,Masculino,Producción,Supervisor de Producción,Indeterminado,2019-08-18,5283.55,Lima,Presencial,Activo,47.18,0,0
E0310,Graciano,Murcia,44,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2022-02-21,2561.54,Iquitos,Presencial,Activo,31.99,0,0
E0311,Cesar,Ríos,24,Femenino,Finanzas,Jefe de Tesorería,Indeterminado,2022-04-08,2061.55,Lima,Presencial,Activo,6.89,0,0
E0312,Sarita,Valencia,49,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2020-06-05,3245.7,Arequipa,Mixto,Activo,56.38,0,0
E0313,Anacleto,Arjona,39,Masculino,TI,Soporte Técnico,Indeterminado,2020-03-15,4643.59,Chiclayo,Presencial,Cesado,93.24,0,0
E0314,Augusto,Mármol,21,Masculino,Recursos Humanos,Reclutador,Prácticas,2023-09-30,937.41,Lima,Remoto,Activo,84.9,0,0
E0315,Chucho,Carrasco,39,Masculino,Marketing,Coordinador de Producto,Indeterminado,2019-08-04,3424.59,Piura,Remoto,Activo,14.24,1,1
E0316,Carolina,Carvajal,37,Masculino,Finanzas,Analista Financiero,Plazo Fijo,2023-09-30,5470.58,Iquitos,Mixto,Activo,8.49,0,0
E0317,Julia,Perelló,26,Masculino,Producción,Jefe de Línea,Plazo Fijo,2024-06-03,3808.85,Arequipa,Mixto,Activo,13.07,0,0
E0318,Yéssica,Aguilera,38,Femenino,Logística,Supervisor de Logística,Indeterminado,2020-02-27,3225.48,Tacna,Remoto,Cesado,20.27,1,1
E0319,Pedro,Medina,57,Masculino,Marketing,Especialista en Marca,Plazo Fijo,2025-06-03,3292.9,Trujillo,Remoto,Cesado,35.83,1,1
E0320,Quique,Torres,33,Femenino,Logística,Supervisor de Logística,Plazo Fijo,2022-04-28,1388.43,Cusco,Presencial,Activo,69.69,0,0
E0321,Fausto,Otero,22,Masculino,Logística,Almacenero,Plazo Fijo,2018-04-28,2188.47,Arequipa,Mixto,Activo,4.9,0,0
E0322,Florencio,Agullo,39,Femenino,Marketing,Especialista en Marca,Indeterminado,2023-10-31,3748.69,Iquitos,Remoto,Cesado,10.19,1,1
E0323,Anna,Catalán,28,Masculino,Finanzas,Analista Financiero,Plazo Fijo,2018-02-22,1934.53,Piura,Presencial,Activo,63.03,0,0
E0324,Tamara,Milla,25,Femenino,Finanzas,Analista Financiero,Plazo Fijo,2022-02-09,5505.66,Arequipa,Presencial,Activo,9.2,0,0
E0325,Vicente,Yuste,41,Masculino,Finanzas,Contador,Plazo Fijo,2021-05-17,5615.35,Lima,Presencial,Activo,39.5,0,0
E0326,África,Puente,21,Femenino,Producción,Jefe de Línea,Indeterminado,2020-12-26,2018.61,Trujillo,Remoto,Activo,44.6,1,1
E0327,Joaquín,Diego,29,Masculino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2025-07-19,2426.18,Piura,Mixto,Activo,47.9,0,0
E0328,Dora,Pinto,25,Femenino,TI,Desarrollador Backend,Indeterminado,2023-03-17,4188.25,Iquitos,Presencial,Activo,80.22,0,0
E0329,Carlos,Meléndez,21,Femenino,Producción,Jefe de Línea,Plazo Fijo,2025-01-31,4891.88,Chiclayo,Mixto,Activo,50.24,0,0
E0330,Herminia,Mate,44,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2022-10-08,2040.43,Tacna,Mixto,Cesado,99.15,0,0
E0331,Lucho,Llobet,53,Femenino,Recursos Humanos,Analista de RRHH,Indeterminado,2023-08-08,2186.64,Trujillo,Presencial,Activo,81.63,0,0
E0332,Octavia,Barceló,23,Masculino,Recursos Humanos,Reclutador,Plazo Fijo,2019-06-20,1822.83,Tacna,Presencial,Activo,69.76,0,0
E0333,Alejo,Mulet,57,Masculino,Producción,Supervisor de Producción,Indeterminado,2022-12-11,3787.48,Tacna,Mixto,Activo,81.04,0,0
E0334,Encarnita,Abril,51,Femenino,Marketing,Diseñador Gráfico,Indeterminado,2023-02-25,1214.77,Lima,Presencial,Cesado,47.8,0,0
E0335,Cristian,Crespo,41,Masculino,Marketing,Diseñador Gráfico,Indeterminado,2023-10-29,1231.95,Trujillo,Remoto,Activo,91.72,0,0
E0336,Marina,Angulo,27,Femenino,Finanzas,Contador,Plazo Fijo,2023-03-24,1442.23,Iquitos,Mixto,Activo,97.59,0,0
E0337,Moreno,Fabregat,47,Femenino,Producción,Jefe de Línea,Plazo Fijo,2025-01-06,5841.53,Trujillo,Mixto,Activo,58.9,0,0
E0338,Sebastián,Arce,31,Femenino,Logística,Coordinador de Transporte,Indeterminado,2023-04-23,1830.98,Cusco,Presencial,Activo,94.87,0,0
E0339,Chelo,Farré,45,Masculino,Marketing,Coordinador de Producto,Indeterminado,2022-03-16,2049.94,Tacna,Mixto,Activo,14.06,0,0
E0340,Rosalinda,Carpio,24,Masculino,Logística,Supervisor de Logística,Indeterminado,2023-08-04,5418.57,Trujillo,Mixto,Activo,67.0,0,0
E0341,Aurelia,Roura,41,Femenino,Finanzas,Contador,Plazo Fijo,2022-04-14,4444.4,Piura,Presencial,Activo,10.8,0,0
E0342,Reina,Morante,20,Masculino,TI,Soporte Técnico,Plazo Fijo,2024-01-06,5414.68,Iquitos,Presencial,Activo,35.12,0,0
E0343,Jose Angel,Luz,44,Masculino,TI,Analista de Sistemas,Indeterminado,2021-10-24,3218.03,Piura,Presencial,Activo,31.87,0,0
E0344,Erasmo,Villalonga,26,Masculino,Logística,Almacenero,Indeterminado,2020-02-28,4641.16,Iquitos,Presencial,Activo,98.53,0,0
E0345,Hilda,Barón,50,Masculino,TI,Analista de Sistemas,Indeterminado,2022-01-13,5441.05,Trujillo,Mixto,Cesado,33.11,0,0
E0346,Santiago,Vilanova,32,Femenino,Producción,Supervisor de Producción,Indeterminado,2019-03-06,2357.32,Cusco,Mixto,Cesado,39.29,0,0
E0347,Ricarda,Peral,55,Femenino,Marketing,Especialista en Marca,Plazo Fijo,2021-07-08,3097.96,Tacna,Presencial,Activo,62.51,0,0
E0348,Samanta,Yuste,50,Masculino,Finanzas,Analista Financiero,Indeterminado,2022-08-21,4165.63,Piura,Presencial,Activo,11.55,0,0
E0349,Celestino,Quevedo,45,Femenino,TI,Analista de Sistemas,Plazo Fijo,2021-02-22,4184.26,Cusco,Presencial,Cesado,88.55,0,0
E0350,Albano,Landa,43,Masculino,TI,Desarrollador Backend,Indeterminado,2025-05-01,3287.84,Cusco,Remoto,Activo,56.42,0,0
E0351,Miguela,Vicente,29,Masculino,Finanzas,Jefe de Tesorería,Indeterminado,2022-01-05,3028.91,Tacna,Mixto,Activo,84.08,0,0
E0352,Miriam,Ramirez,53,Femenino,Recursos Humanos,Asistente de Bienestar,Plazo Fijo,2019-07-31,5399.99,Chiclayo,Mixto,Activo,39.48,0,0
E0353,Tadeo,Luís,22,Masculino,Finanzas,Contador,Indeterminado,2021-11-01,5858.88,Trujillo,Presencial,Cesado,42.34,0,0
E0354,Abigaíl,Falcó,47,Masculino,Producción,Operario de Planta,Indeterminado,2019-12-25,5547.78,Cusco,Remoto,Cesado,55.64,0,0
E0355,América,Viana,55,Femenino,Logística,Coordinador de Transporte,Plazo Fijo,2019-05-01,4917.81,Chiclayo,Presencial,Cesado,14.96,0,0
E0356,Nidia,Falcó,56,Masculino,Finanzas,Jefe de Tesorería,Plazo Fijo,2019-02-12,5328.1,Arequipa,Remoto,Activo,26.41,1,1
